,BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CAM,CNT,CS,CX,CY,EEG_ENG,EEG_EXC,EEG_FRU,EEG_MED,FACE,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LPCX,LPCY,LPD,LPS,LPV,MID,MOB,RPCX,RPCY,RPD,RPS,RPV,SCLX,SCLY,SCN,TIME,TIMETICK,USER,VID,WEB
2495,0.0,0,15,1,0.4577299952507019,0.4272800087928772,1213,2498,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,397,0.2602500021457672,95,40.872802734375,0,0.44808000326156616,0.4292699992656708,0.33469000458717346,0.5864999890327454,21.42399024963379,1.0401500463485718,1,0,0,0.7682600021362305,0.6216700077056885,20.414060592651367,1.0401500463485718,1,0,0,397,41.187255859375,243857366245.0,,0,0
2517,0.0,0,15,1,0.5579699873924255,0.4150699973106384,1223,2520,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,400,0.34154999256134033,96,41.15478515625,0,0.5530400276184082,0.42186999320983887,0.33952000737190247,0.5851799845695496,21.682889938354492,1.0174800157546997,1,0,0,0.7726899981498718,0.6211000084877014,19.812040328979492,1.0174800157546997,1,0,0,401,41.5498046875,243858178554.0,,0,0
2547,0.0,0,15,1,0.5945600271224976,0.43709999322891235,1238,2550,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,405,0.4782699942588806,97,41.516845703125,0,0.5859100222587585,0.44628000259399414,0.3379899859428406,0.5861899852752686,20.900789260864258,1.0039600133895874,1,0,0,0.7714899778366089,0.6217799782752991,20.09832000732422,1.0039600133895874,1,0,0,406,42.0400390625,243859277574.0,,0,0
2584,0.0,0,15,1,0.6438500285148621,0.42638999223709106,1256,2587,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,411,0.5949699878692627,98,42.0078125,0,0.6356099843978882,0.4370200037956238,0.34104999899864197,0.5853099822998047,20.11528968811035,1.0107200145721436,1,0,0,0.7743200063705444,0.6207799911499023,19.289100646972656,1.0107200145721436,1,0,0,411,42.65478515625,243860655014.0,,0,0
2601,0.0,0,15,1,0.3706800043582916,0.4572499990463257,1265,2604,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,414,0.21459999680519104,99,42.62158203125,0,0.3707999885082245,0.4661799967288971,0.3252499997615814,0.5892199873924255,19.131929397583008,1.0248899459838867,1,0,0,0.7585600018501282,0.6231899857521057,19.32868003845215,1.032289981842041,1,0,0,414,42.936279296875,243861285523.0,,0,0
2629,0.0,0,15,1,0.42315998673439026,0.4693099856376648,1279,2632,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,418,0.4406700134277344,100,42.902099609375,0,0.4161800146102905,0.46908000111579895,0.32603999972343445,0.590499997138977,18.982179641723633,1.032289981842041,1,0,0,0.7594599723815918,0.6240599751472473,18.451549530029297,1.0248899459838867,1,0,0,419,43.397216796875,243862318797.0,,0,0
2666,0.0,0,15,1,0.5166800022125244,0.4315899908542633,1298,2669,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,424,0.5874000191688538,101,43.364501953125,0,0.4963099956512451,0.4422599971294403,0.3355199992656708,0.5879600048065186,19.26869010925293,1.0396900177001953,1,0,0,0.7683699727058411,0.6228700280189514,17.941879272460938,1.0396900177001953,1,0,0,425,44.0068359375,243863684775.0,,0,0
2707,0.0,0,15,1,0.5515199899673462,0.4309700131416321,1318,2710,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,431,0.6577100157737732,102,43.973876953125,0,0.548009991645813,0.4385699927806854,0.3393400013446808,0.5851899981498718,19.485029220581055,1.054960012435913,1,0,0,0.7721199989318848,0.6215299963951111,18.747039794921875,1.0623600482940674,1,0,0,431,44.681884765625,243865197734.0,,0,0
2723,0.0,0,15,1,0.6547300219535828,0.4800499975681305,1326,2726,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,433,0.24390000104904175,103,44.6484375,0,0.6465299725532532,0.4821400046348572,0.3428199887275696,0.5882800221443176,19.62824058532715,1.0174800157546997,1,0,0,0.7755200266838074,0.6243600249290466,18.406749725341797,1.0174800157546997,1,0,0,434,44.947021484375,243865791832.0,,0,0
2737,0.0,0,15,1,0.36441001296043396,0.510640025138855,1334,2740,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,436,0.20972000062465668,104,44.91357421875,0,0.3980399966239929,0.5073400139808655,0.3284800052642822,0.5915600061416626,18.38159942626953,1.0174800157546997,1,0,0,0.76146000623703,0.6262199878692627,18.400239944458008,1.0174800157546997,1,0,0,436,45.177490234375,243866308087.0,,0,0
2760,0.0,0,15,1,0.6018499732017517,0.4350999891757965,1345,2763,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,439,0.3107900023460388,105,45.14453125,0,0.6017600297927856,0.4339100122451782,0.33744001388549805,0.5886300206184387,18.773969650268555,1.0174800157546997,1,0,0,0.7697399854660034,0.6233199834823608,17.594839096069336,1.0174800157546997,1,0,0,440,45.55615234375,243867156969.0,,0,0
2790,0.0,0,14,1,0.4630100131034851,0.5234799981117249,1359,2793,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,444,0.4291999936103821,106,45.52294921875,0,0.4671599864959717,0.5270400047302246,0.32840999960899353,0.592930018901825,18.71923065185547,1.0174800157546997,1,0,0,0.7617400288581848,0.6269299983978271,18.013450622558594,1.0174800157546997,1,0,0,445,46.052001953125,243868268116.0,,0,0
2818,0.0,0,14,1,0.5591800212860107,0.501550018787384,1373,2821,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,449,0.44286999106407166,107,46.0185546875,0,0.5444899797439575,0.5009199976921082,0.33709999918937683,0.5916000008583069,17.80217933654785,1.0174800157546997,1,0,0,0.770579993724823,0.6270700097084045,17.796689987182617,1.0174800157546997,1,0,0,449,46.51171875,243869298091.0,,0,0
2849,0.0,0,15,1,0.6283900141716003,0.4806700050830841,1388,2852,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,453,0.2495100051164627,108,46.478271484375,0,0.6269999742507935,0.48058998584747314,0.3441399931907654,0.5893499851226807,17.85770034790039,1.0401500463485718,1,0,0,0.777459979057312,0.6263899803161621,17.025510787963867,1.0401500463485718,1,0,0,454,47.0263671875,243870451689.0,,0,0
2872,0.0,0,15,1,0.3522700071334839,0.5044999718666077,1400,2875,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,457,0.3107900023460388,109,46.990966796875,0,0.353520005941391,0.5364300012588501,0.3339200019836426,0.5915600061416626,17.998519897460938,1.0174800157546997,1,0,0,0.767520010471344,0.627240002155304,17.82352066040039,1.0174800157546997,1,0,0,458,47.401123046875,243871291748.0,,0,0
2918,0.0,0,16,1,0.36355000734329224,0.5049999952316284,1422,2921,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,465,0.49731001257896423,110,47.36865234375,0,0.3625600039958954,0.5099200010299683,0.3305700123310089,0.595329999923706,18.397310256958008,1.0472500324249268,1,0,0,0.7646600008010864,0.6278899908065796,18.533550262451172,1.0546499490737915,1,0,0,465,48.162353515625,243872997466.0,,0,0
2942,0.0,0,16,1,0.42280998826026917,0.5424000024795532,1434,2945,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,468,0.13280999660491943,111,48.12841796875,0,0.4305900037288666,0.5443599820137024,0.3262700140476227,0.5964400172233582,18.79524040222168,0.9905700087547302,1,0,0,0.7613000273704529,0.6221200227737427,17.881580352783203,0.9972000122070312,1,0,0,469,48.55322265625,243873873384.0,,0,0
2972,0.0,0,16,1,0.4991700053215027,0.5206800103187561,1448,2975,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,473,0.22826999425888062,112,48.521240234375,0,0.48684000968933105,0.5388699769973755,0.3230699896812439,0.5797399878501892,20.606569290161133,1.0475599765777588,1,0,0,0.7553799748420715,0.6064599752426147,19.62126922607422,1.0401500463485718,1,0,0,474,49.048828125,243874983843.0,,0,0
2999,0.0,0,16,1,0.5832499861717224,0.5159800052642822,1462,3002,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,477,0.43285998702049255,113,49.015625,0,0.5720400214195251,0.5189800262451172,0.3298499882221222,0.5788300037384033,19.233230590820312,1.0475599765777588,1,0,0,0.7605699896812439,0.6064000129699707,18.553529739379883,1.0401500463485718,1,0,0,478,49.49462890625,243875982839.0,,0,0
3044,0.0,0,16,1,0.6187199950218201,0.5347899794578552,1485,3047,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,485,0.7270500063896179,114,49.461181640625,0,0.6179800033569336,0.5302799940109253,0.3366200029850006,0.5819100141525269,18.99873924255371,1.024880051612854,1,0,0,0.7667099833488464,0.6130300164222717,18.477609634399414,1.024880051612854,1,0,0,485,50.237548828125,243877647675.0,,0,0
3086,0.0,0,16,1,0.3806999921798706,0.5908700227737427,1506,3089,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,491,0.6245099902153015,115,50.204833984375,0,0.37755000591278076,0.5854200124740601,0.3165700137615204,0.5880600214004517,17.668180465698242,1.0174800157546997,1,0,0,0.7465800046920776,0.6161100268363953,18.66444969177246,1.0174800157546997,1,0,0,492,50.9287109375,243879196629.0,,0,0
3119,0.0,0,17,1,0.37933000922203064,0.5715399980545044,1522,3122,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,497,0.2819800078868866,116,50.89501953125,0,0.37759000062942505,0.5741000175476074,0.31251001358032227,0.5906100273132324,18.288129806518555,1.0470999479293823,1,0,0,0.743120014667511,0.6183199882507324,18.724960327148438,1.0470999479293823,1,0,0,498,51.47021484375,243880410376.0,,0,0
3149,0.0,0,17,1,0.43064001202583313,0.5452499985694885,1537,3152,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,502,0.48217999935150146,117,51.4384765625,0,0.42414000630378723,0.5486999750137329,0.31817999482154846,0.592199981212616,18.681720733642578,1.0475599765777588,1,0,0,0.7497400045394897,0.6205800175666809,18.904529571533203,1.0475599765777588,1,0,0,502,51.96826171875,243881526404.0,,0,0
3177,0.0,0,17,1,0.5036200284957886,0.5562300086021423,1550,3180,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,506,0.44189000129699707,118,51.9345703125,0,0.5034400224685669,0.5536500215530396,0.323309987783432,0.591509997844696,17.656980514526367,1.0396900177001953,1,0,0,0.7543399930000305,0.6213799715042114,17.6164493560791,1.032289981842041,1,0,0,507,52.431884765625,243882565631.0,,0,0
3199,0.0,0,17,1,0.556190013885498,0.5648499727249146,1561,3202,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,510,0.3418000042438507,119,52.399658203125,0,0.5545099973678589,0.5634999871253967,0.32868000864982605,0.590939998626709,17.859689712524414,1.032289981842041,1,0,0,0.7595800161361694,0.6226500272750854,18.12812042236328,1.024880051612854,1,0,0,511,52.794921875,243883378947.0,,0,0
3217,0.0,0,17,1,0.6458399891853333,0.5784599781036377,1570,3220,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,513,0.27856001257896423,120,52.761962890625,0,0.6366699934005737,0.5693600177764893,0.33320000767707825,0.5923299789428711,17.924259185791016,1.0174800157546997,1,0,0,0.7633500099182129,0.6239500045776367,17.83152961730957,1.0174800157546997,1,0,0,514,53.089599609375,243884039361.0,,0,0
3237,0.0,0,17,1,0.3881300091743469,0.6092900037765503,1581,3240,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,516,0.2595199942588806,121,53.058349609375,0,0.38923999667167664,0.6004899740219116,0.31227999925613403,0.5926499962806702,18.044830322265625,1.0325900316238403,1,0,0,0.7433300018310547,0.6211199760437012,19.004249572753906,1.0325900316238403,1,0,0,517,53.41552734375,243884769859.0,,0,0
3265,0.0,0,17,1,0.39419999718666077,0.5712900161743164,1595,3268,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,520,0.45166000723838806,122,53.38232421875,0,0.399260014295578,0.5746399760246277,0.3166700005531311,0.5943199992179871,20.208370208740234,1.0804599523544312,1,0,0,0.7488300204277039,0.6245899796485901,21.632549285888672,1.0730600357055664,1,0,0,521,53.88134765625,243885813698.0,,0,0
3283,0.0,0,17,1,0.34751999378204346,0.6449000239372253,1603,3286,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,523,0.27904999256134033,123,53.847412109375,0,0.35322999954223633,0.6439099907875061,0.30862000584602356,0.5978299975395203,20.541149139404297,1.054960012435913,1,0,0,0.7408300042152405,0.626479983329773,21.770559310913086,1.0623600482940674,1,0,0,524,54.1796875,243886482013.0,,0,0
3314,0.0,0,17,1,0.47617998719215393,0.5533599853515625,1618,3318,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,528,0.5080599784851074,124,54.146728515625,0,0.46858999133110046,0.578760027885437,0.3130500018596649,0.5955600142478943,20.091890335083008,1.0325900316238403,1,0,0,0.7462199926376343,0.6225200295448303,20.153839111328125,1.0325900316238403,1,0,0,529,54.708251953125,243887666885.0,,0,0
3337,0.0,0,17,1,0.5519000291824341,0.515749990940094,1631,3341,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,532,0.35815000534057617,125,54.6748046875,0,0.5433700084686279,0.5226200222969055,0.3158299922943115,0.5963000059127808,20.20465087890625,1.032439947128296,1,0,0,0.747730016708374,0.6226900219917297,19.643970489501953,1.032439947128296,1,0,0,533,55.087158203125,243888516164.0,,0,0
3365,0.0,0,16,1,0.6100999712944031,0.5044000148773193,1640,3370,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,535,0.46265000104904175,126,55.0537109375,0,0.6070200204849243,0.5103099942207336,0.3239000141620636,0.5954099893569946,20.62799072265625,1.0398399829864502,1,0,0,0.7553399801254272,0.6235799789428711,19.9101505279541,1.0472500324249268,1,0,0,537,55.56103515625,243889577957.0,,0,0
